LengdeVvekst;LengdeValder;vekstaar;vekstalder;alder_aar;ID;tilv_lengde;klima;loknr;moh;lpnr;dato;aar;periode;navn;alder;lengde;vekt;kjonn;moden;moden1;tilvekstalder;tilvekst;inst_vekst;CPUE;Temp_mai;Temp_juni;Temp_juli;nedbor_mai;nedbor_juni;nedbor_juli;tempratur;nedbor;NaoV;Column1;_1;_2;_3;_4;_5
10;32.86;2003;0;1;547;Tilvekst;3;20;600;70;01.07.2008;2008;0;Rauenjaure;5;273;192.2;2;0;0;Tillvekst_0-1;32.86;1.516667559;0.988764;5.803333333;10.7;16.36666667;71.9;81.2;50;11.18776978;330.4;0.4;;;;;;
32.86;80.89;2004;1;2;547;Tilvekst;3;20;600;70;01.07.2008;2008;0;Rauenjaure;5;273;192.2;2;0;0;Tillvekst_1-2;48.03;1.257951899;0.988764;6.45;9.476666667;12.04333333;24.8;71.7;70.3;10.04892086;315.8;-0.2;;;;;;
80.89;131.44;2005;2;3;547;Tilvekst;3;20;600;70;01.07.2008;2008;0;Rauenjaure;5;273;192.2;2;0;0;Tillvekst_2-3;50.56;1.110505417;0.988764;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;;;;
131.44;187.06;2006;3;4;547;Tilvekst;3;20;600;70;01.07.2008;2008;0;Rauenjaure;5;273;192.2;2;0;0;Tillvekst_3-4;55.61;1.072332745;0.988764;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;;;;
187.06;10;2007;4;5;547;Tilvekst;3;20;600;70;01.07.2008;2008;0;Rauenjaure;5;273;192.2;2;0;0;Tillvekst_4-5;58.14;0.440144539;0.988764;5.39;12.25333333;13.98;52.3;8.8;101;10.66402878;289.1;1.83;;;;;;
10;37.97;2005;0;1;549;Tilvekst;3;20;600;73;01.07.2008;2008;0;Rauenjaure;3;159;50.6;2;0;0;Tillvekst_0-1;37.97;1.579440597;0.988764;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;;;;
37.97;73.57;2006;1;2;549;Tilvekst;3;20;600;73;01.07.2008;2008;0;Rauenjaure;3;159;50.6;2;0;0;Tillvekst_1-2;35.6;1.18187462;0.988764;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;;;;
73.57;10;2007;2;3;549;Tilvekst;3;20;600;73;01.07.2008;2008;0;Rauenjaure;3;159;50.6;2;0;0;Tillvekst_2-3;66.45;0.535704503;0.988764;5.39;12.25333333;13.98;52.3;8.8;101;10.66402878;289.1;1.83;;;;;;
10;53.19;2002;0;1;550;Tilvekst;3;20;600;74;01.07.2008;2008;0;Rauenjaure;6;333;360.5;2;0;0;Tillvekst_0-1;53.19;1.72582999;0.988764;8.88;13.48333333;14.14333333;6.2;41.6;54.5;12.56214286;209.4;0.79;;;;;;
53.19;92.5;2003;1;2;550;Tilvekst;3;20;600;74;01.07.2008;2008;0;Rauenjaure;6;333;360.5;2;0;0;Tillvekst_1-2;39.31;1.139244157;0.988764;5.803333333;10.7;16.36666667;71.9;81.2;50;11.18776978;330.4;0.4;;;;;;
92.5;154.94;2004;2;3;550;Tilvekst;3;20;600;74;01.07.2008;2008;0;Rauenjaure;6;333;360.5;2;0;0;Tillvekst_2-3;62.44;1.113939812;0.988764;6.45;9.476666667;12.04333333;24.8;71.7;70.3;10.04892086;315.8;-0.2;;;;;;
154.94;196.56;2005;3;4;550;Tilvekst;3;20;600;74;01.07.2008;2008;0;Rauenjaure;6;333;360.5;2;0;0;Tillvekst_3-4;41.63;1.047179852;0.988764;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;;;;
196.56;261.31;2006;4;5;550;Tilvekst;3;20;600;74;01.07.2008;2008;0;Rauenjaure;6;333;360.5;2;0;0;Tillvekst_4-5;64.75;1.053918094;0.988764;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;;;;
261.31;10;2007;5;6;550;Tilvekst;3;20;600;74;01.07.2008;2008;0;Rauenjaure;6;333;360.5;2;0;0;Tillvekst_5-6;46.25;0.413709329;0.988764;5.39;12.25333333;13.98;52.3;8.8;101;10.66402878;289.1;1.83;;;;;;
10;56.98;2003;0;1;551;Tilvekst;3;20;600;76;01.07.2008;2008;0;Rauenjaure;5;292;252.4;1;0;0;Tillvekst_0-1;56.98;1.755722445;0.988764;5.803333333;10.7;16.36666667;71.9;81.2;50;11.18776978;330.4;0.4;;;;;;
56.98;109.2;2004;1;2;551;Tilvekst;3;20;600;76;01.07.2008;2008;0;Rauenjaure;5;292;252.4;1;0;0;Tillvekst_1-2;52.23;1.160902536;0.988764;6.45;9.476666667;12.04333333;24.8;71.7;70.3;10.04892086;315.8;-0.2;;;;;;
109.2;185.17;2005;2;3;551;Tilvekst;3;20;600;76;01.07.2008;2008;0;Rauenjaure;5;292;252.4;1;0;0;Tillvekst_2-3;75.97;1.112523521;0.988764;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;;;;
185.17;213.66;2006;3;4;551;Tilvekst;3;20;600;76;01.07.2008;2008;0;Rauenjaure;5;292;252.4;1;0;0;Tillvekst_3-4;28.49;1.027409333;0.988764;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;;;;
213.66;10;2007;4;5;551;Tilvekst;3;20;600;76;01.07.2008;2008;0;Rauenjaure;5;292;252.4;1;0;0;Tillvekst_4-5;40.36;0.429235537;0.988764;5.39;12.25333333;13.98;52.3;8.8;101;10.66402878;289.1;1.83;;;;;;
10;54.07;2002;0;1;552;Tilvekst;3;20;600;77;01.07.2008;2008;0;Rauenjaure;6;350;450;2;0;0;Tillvekst_0-1;54.07;1.73295637;0.988764;8.88;13.48333333;14.14333333;6.2;41.6;54.5;12.56214286;209.4;0.79;;;;;;
54.07;93.9;2003;1;2;552;Tilvekst;3;20;600;77;01.07.2008;2008;0;Rauenjaure;6;350;450;2;0;0;Tillvekst_1-2;39.84;1.138323865;0.988764;5.803333333;10.7;16.36666667;71.9;81.2;50;11.18776978;330.4;0.4;;;;;;
93.9;167.89;2004;2;3;552;Tilvekst;3;20;600;77;01.07.2008;2008;0;Rauenjaure;6;350;450;2;0;0;Tillvekst_2-3;73.98;1.127928037;0.988764;6.45;9.476666667;12.04333333;24.8;71.7;70.3;10.04892086;315.8;-0.2;;;;;;
167.89;236.18;2005;3;4;552;Tilvekst;3;20;600;77;01.07.2008;2008;0;Rauenjaure;6;350;450;2;0;0;Tillvekst_3-4;68.29;1.066614218;0.988764;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;;;;
236.18;278.86;2006;4;5;552;Tilvekst;3;20;600;77;01.07.2008;2008;0;Rauenjaure;6;350;450;2;0;0;Tillvekst_4-5;42.68;1.030398531;0.988764;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;;;;
278.86;10;2007;5;6;552;Tilvekst;3;20;600;77;01.07.2008;2008;0;Rauenjaure;6;350;450;2;0;0;Tillvekst_5-6;48.37;0.408933358;0.988764;5.39;12.25333333;13.98;52.3;8.8;101;10.66402878;289.1;1.83;;;;;;
259.66;10;2007;6;7;553;Tilvekst;3;20;600;79;01.07.2008;2008;0;Rauenjaure;7;337;350.7;2;0;0;Tillvekst_6-7;49.72;0.41418071;0.988764;5.39;12.25333333;13.98;52.3;8.8;101;10.66402878;289.1;1.83;;;;;;
10;66.3;2001;0;1;553;Tilvekst;3;20;600;79;01.07.2008;2008;0;Rauenjaure;7;337;350.7;2;0;0;Tillvekst_0-1;66.3;1.821513528;0.988764;4.68;9.723333333;12.45666667;48.3;44.2;175.7;9.875539568;477.9;-0.5;;;;;;
66.3;107.73;2002;1;2;553;Tilvekst;3;20;600;79;01.07.2008;2008;0;Rauenjaure;7;337;350.7;2;0;0;Tillvekst_1-2;41.43;1.115740634;0.988764;8.88;13.48333333;14.14333333;6.2;41.6;54.5;12.56214286;209.4;0.79;;;;;;
107.73;135.35;2003;2;3;553;Tilvekst;3;20;600;79;01.07.2008;2008;0;Rauenjaure;7;337;350.7;2;0;0;Tillvekst_2-3;27.62;1.048772235;0.988764;5.803333333;10.7;16.36666667;71.9;81.2;50;11.18776978;330.4;0.4;;;;;;
135.35;176.79;2004;3;4;553;Tilvekst;3;20;600;79;01.07.2008;2008;0;Rauenjaure;7;337;350.7;2;0;0;Tillvekst_3-4;41.43;1.05442257;0.988764;6.45;9.476666667;12.04333333;24.8;71.7;70.3;10.04892086;315.8;-0.2;;;;;;
176.79;220.98;2005;4;5;553;Tilvekst;3;20;600;79;01.07.2008;2008;0;Rauenjaure;7;337;350.7;2;0;0;Tillvekst_4-5;44.2;1.04311328;0.988764;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;;;;
220.98;259.66;2006;5;6;553;Tilvekst;3;20;600;79;01.07.2008;2008;0;Rauenjaure;7;337;350.7;2;0;0;Tillvekst_5-6;38.67;1.029881202;0.988764;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;;;;
287.05;10;2007;6;7;554;Tilvekst;3;20;600;80;01.07.2008;2008;0;Rauenjaure;7;340;402.4;2;0;0;Tillvekst_6-7;27.87;0.406841851;0.988764;5.39;12.25333333;13.98;52.3;8.8;101;10.66402878;289.1;1.83;;;;;;
10;50.16;2001;0;1;554;Tilvekst;3;20;600;80;01.07.2008;2008;0;Rauenjaure;7;340;402.4;2;0;0;Tillvekst_0-1;50.16;1.700357528;0.988764;4.68;9.723333333;12.45666667;48.3;44.2;175.7;9.875539568;477.9;-0.5;;;;;;
50.16;91.97;2002;1;2;554;Tilvekst;3;20;600;80;01.07.2008;2008;0;Rauenjaure;7;340;402.4;2;0;0;Tillvekst_1-2;41.8;1.154843116;0.988764;8.88;13.48333333;14.14333333;6.2;41.6;54.5;12.56214286;209.4;0.79;;;;;;
91.97;153.28;2003;2;3;554;Tilvekst;3;20;600;80;01.07.2008;2008;0;Rauenjaure;7;340;402.4;2;0;0;Tillvekst_2-3;61.31;1.112973155;0.988764;5.803333333;10.7;16.36666667;71.9;81.2;50;11.18776978;330.4;0.4;;;;;;
153.28;200.66;2004;3;4;554;Tilvekst;3;20;600;80;01.07.2008;2008;0;Rauenjaure;7;340;402.4;2;0;0;Tillvekst_3-4;47.38;1.053523721;0.988764;6.45;9.476666667;12.04333333;24.8;71.7;70.3;10.04892086;315.8;-0.2;;;;;;
200.66;256.39;2005;4;5;554;Tilvekst;3;20;600;80;01.07.2008;2008;0;Rauenjaure;7;340;402.4;2;0;0;Tillvekst_4-5;55.74;1.046228919;0.988764;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;;;;
256.39;287.05;2006;5;6;554;Tilvekst;3;20;600;80;01.07.2008;2008;0;Rauenjaure;7;340;402.4;2;0;0;Tillvekst_5-6;30.66;1.020364667;0.988764;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;;;;
298.65;10;2007;6;7;555;Tilvekst;3;20;600;82;01.07.2008;2008;0;Rauenjaure;7;372;567.8;2;0;0;Tillvekst_6-7;49.77;0.404013875;0.988764;5.39;12.25333333;13.98;52.3;8.8;101;10.66402878;289.1;1.83;;;;;;
10;55.01;2001;0;1;555;Tilvekst;3;20;600;82;01.07.2008;2008;0;Rauenjaure;7;372;567.8;2;0;0;Tillvekst_0-1;55.01;1.740441645;0.988764;4.68;9.723333333;12.45666667;48.3;44.2;175.7;9.875539568;477.9;-0.5;;;;;;
55.01;125.75;2002;1;2;555;Tilvekst;3;20;600;82;01.07.2008;2008;0;Rauenjaure;7;372;567.8;2;0;0;Tillvekst_1-2;70.73;1.206307606;0.988764;8.88;13.48333333;14.14333333;6.2;41.6;54.5;12.56214286;209.4;0.79;;;;;;
125.75;175.52;2003;2;3;555;Tilvekst;3;20;600;82;01.07.2008;2008;0;Rauenjaure;7;372;567.8;2;0;0;Tillvekst_2-3;49.77;1.068977407;0.988764;5.803333333;10.7;16.36666667;71.9;81.2;50;11.18776978;330.4;0.4;;;;;;
175.52;225.3;2004;3;4;555;Tilvekst;3;20;600;82;01.07.2008;2008;0;Rauenjaure;7;372;567.8;2;0;0;Tillvekst_3-4;49.77;1.048314974;0.988764;6.45;9.476666667;12.04333333;24.8;71.7;70.3;10.04892086;315.8;-0.2;;;;;;
225.3;261.97;2005;4;5;555;Tilvekst;3;20;600;82;01.07.2008;2008;0;Rauenjaure;7;372;567.8;2;0;0;Tillvekst_4-5;36.68;1.027835536;0.988764;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;;;;
261.97;298.65;2006;5;6;555;Tilvekst;3;20;600;82;01.07.2008;2008;0;Rauenjaure;7;372;567.8;2;0;0;Tillvekst_5-6;36.68;1.023533928;0.988764;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;;;;
267.14;10;2007;6;7;556;Tilvekst;3;20;600;83;01.07.2008;2008;0;Rauenjaure;7;385;594.4;2;0;0;Tillvekst_6-7;75.95;0.412075642;0.988764;5.39;12.25333333;13.98;52.3;8.8;101;10.66402878;289.1;1.83;;;;;;
10;31.43;2001;0;1;556;Tilvekst;3;20;600;83;01.07.2008;2008;0;Rauenjaure;7;385;594.4;2;0;0;Tillvekst_0-1;31.43;1.497344381;0.988764;4.68;9.723333333;12.45666667;48.3;44.2;175.7;9.875539568;477.9;-0.5;;;;;;
31.43;75.95;2002;1;2;556;Tilvekst;3;20;600;83;01.07.2008;2008;0;Rauenjaure;7;385;594.4;2;0;0;Tillvekst_1-2;44.52;1.255908662;0.988764;8.88;13.48333333;14.14333333;6.2;41.6;54.5;12.56214286;209.4;0.79;;;;;;
75.95;136.19;2003;2;3;556;Tilvekst;3;20;600;83;01.07.2008;2008;0;Rauenjaure;7;385;594.4;2;0;0;Tillvekst_2-3;60.24;1.134865033;0.988764;5.803333333;10.7;16.36666667;71.9;81.2;50;11.18776978;330.4;0.4;;;;;;
136.19;180.71;2004;3;4;556;Tilvekst;3;20;600;83;01.07.2008;2008;0;Rauenjaure;7;385;594.4;2;0;0;Tillvekst_3-4;44.52;1.057557923;0.988764;6.45;9.476666667;12.04333333;24.8;71.7;70.3;10.04892086;315.8;-0.2;;;;;;
180.71;233.1;2005;4;5;556;Tilvekst;3;20;600;83;01.07.2008;2008;0;Rauenjaure;7;385;594.4;2;0;0;Tillvekst_4-5;52.38;1.048985804;0.988764;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;;;;
233.1;267.14;2006;5;6;556;Tilvekst;3;20;600;83;01.07.2008;2008;0;Rauenjaure;7;385;594.4;2;0;0;Tillvekst_5-6;34.05;1.025003418;0.988764;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;;;;
10;27.5;2000;0;1;557;Tilvekst;3;20;600;85;01.07.2008;2008;0;Rauenjaure;8;365;505.1;2;0;0;Tillvekst_0-1;27.5;1.439332694;0.988764;6.67;7.65;12.24666667;37.6;106.4;134.8;9.597142857;407.6;1.85;;;;;;
27.5;62.5;2001;1;2;557;Tilvekst;3;20;600;85;01.07.2008;2008;0;Rauenjaure;8;365;505.1;2;0;0;Tillvekst_1-2;35;1.247717102;0.988764;4.68;9.723333333;12.45666667;48.3;44.2;175.7;9.875539568;477.9;-0.5;;;;;;
62.5;100;2002;2;3;557;Tilvekst;3;20;600;85;01.07.2008;2008;0;Rauenjaure;8;365;505.1;2;0;0;Tillvekst_2-3;37.5;1.113660145;0.988764;8.88;13.48333333;14.14333333;6.2;41.6;54.5;12.56214286;209.4;0.79;;;;;;
100;137.5;2003;3;4;557;Tilvekst;3;20;600;85;01.07.2008;2008;0;Rauenjaure;8;365;505.1;2;0;0;Tillvekst_3-4;37.5;1.069151349;0.988764;5.803333333;10.7;16.36666667;71.9;81.2;50;11.18776978;330.4;0.4;;;;;;
137.5;192.5;2004;4;5;557;Tilvekst;3;20;600;85;01.07.2008;2008;0;Rauenjaure;8;365;505.1;2;0;0;Tillvekst_4-5;55;1.06833833;0.988764;6.45;9.476666667;12.04333333;24.8;71.7;70.3;10.04892086;315.8;-0.2;;;;;;
192.5;265;2005;5;6;557;Tilvekst;3;20;600;85;01.07.2008;2008;0;Rauenjaure;8;365;505.1;2;0;0;Tillvekst_5-6;72.5;1.060765747;0.988764;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;;;;
315;10;2007;7;8;557;Tilvekst;3;20;600;85;01.07.2008;2008;0;Rauenjaure;8;365;505.1;2;0;0;Tillvekst_7-8;32.5;0.400270494;0.988764;5.39;12.25333333;13.98;52.3;8.8;101;10.66402878;289.1;1.83;;;;;;
265;315;2006;6;7;557;Tilvekst;3;20;600;85;01.07.2008;2008;0;Rauenjaure;8;365;505.1;2;0;0;Tillvekst_6-7;50;1.030976914;0.988764;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;;;;
10;51.19;1998;0;1;558;Tilvekst;3;20;600;88;01.07.2008;2008;0;Rauenjaure;10;453;1030.8;1;0;0;Tillvekst_0-1;51.19;1.70918513;0.988764;4.166666667;9.086666667;12.00333333;26.8;128.8;102.9;9.412230216;357.6;0.8;;;;;;
51.19;102.37;1999;1;2;558;Tilvekst;3;20;600;88;01.07.2008;2008;0;Rauenjaure;10;453;1030.8;1;0;0;Tillvekst_1-2;51.19;1.176100042;0.988764;4.82;10.85;11.51333333;22.4;73.8;84;10.25395683;259.7;0.98;;;;;;
102.37;143.32;2000;2;3;558;Tilvekst;3;20;600;88;01.07.2008;2008;0;Rauenjaure;10;453;1030.8;1;0;0;Tillvekst_2-3;40.95;1.072697284;0.988764;6.67;7.65;12.24666667;37.6;106.4;134.8;9.597142857;407.6;1.85;;;;;;
143.32;186.83;2001;3;4;558;Tilvekst;3;20;600;88;01.07.2008;2008;0;Rauenjaure;10;453;1030.8;1;0;0;Tillvekst_3-4;43.51;1.053396768;0.988764;4.68;9.723333333;12.45666667;48.3;44.2;175.7;9.875539568;477.9;-0.5;;;;;;
186.83;225.22;2002;4;5;558;Tilvekst;3;20;600;88;01.07.2008;2008;0;Rauenjaure;10;453;1030.8;1;0;0;Tillvekst_4-5;38.39;1.035730684;0.988764;8.88;13.48333333;14.14333333;6.2;41.6;54.5;12.56214286;209.4;0.79;;;;;;
225.22;258.49;2003;5;6;558;Tilvekst;3;20;600;88;01.07.2008;2008;0;Rauenjaure;10;453;1030.8;1;0;0;Tillvekst_5-6;33.27;1.02543425;0.988764;5.803333333;10.7;16.36666667;71.9;81.2;50;11.18776978;330.4;0.4;;;;;;
340.39;381.34;2005;7;8;558;Tilvekst;3;20;600;88;01.07.2008;2008;0;Rauenjaure;10;453;1030.8;1;0;0;Tillvekst_7-8;40.95;1.019485001;0.988764;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;;;;
381.34;409.49;2006;8;9;558;Tilvekst;3;20;600;88;01.07.2008;2008;0;Rauenjaure;10;453;1030.8;1;0;0;Tillvekst_8-9;28.15;1.011982641;0.988764;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;;;;
409.49;10;2007;9;10;558;Tilvekst;3;20;600;88;01.07.2008;2008;0;Rauenjaure;10;453;1030.8;1;0;0;Tillvekst_9-10;28.15;0.382812734;0.988764;5.39;12.25333333;13.98;52.3;8.8;101;10.66402878;289.1;1.83;;;;;;
258.49;340.39;2004;6;7;558;Tilvekst;3;20;600;88;01.07.2008;2008;0;Rauenjaure;10;453;1030.8;1;0;0;Tillvekst_6-7;81.9;1.049548532;0.988764;6.45;9.476666667;12.04333333;24.8;71.7;70.3;10.04892086;315.8;-0.2;;;;;;
10;37.06;1998;0;1;559;Tilvekst;3;20;600;89;01.07.2008;2008;0;Rauenjaure;10;420;756.6;2;0;0;Tillvekst_0-1;37.06;1.568905415;0.988764;4.166666667;9.086666667;12.00333333;26.8;128.8;102.9;9.412230216;357.6;0.8;;;;;;
37.06;84;1999;1;2;559;Tilvekst;3;20;600;89;01.07.2008;2008;0;Rauenjaure;10;420;756.6;2;0;0;Tillvekst_1-2;46.94;1.226510705;0.988764;4.82;10.85;11.51333333;22.4;73.8;84;10.25395683;259.7;0.98;;;;;;
84;128.47;2000;2;3;559;Tilvekst;3;20;600;89;01.07.2008;2008;0;Rauenjaure;10;420;756.6;2;0;0;Tillvekst_2-3;44.47;1.095891714;0.988764;6.67;7.65;12.24666667;37.6;106.4;134.8;9.597142857;407.6;1.85;;;;;;
128.47;168;2001;3;4;559;Tilvekst;3;20;600;89;01.07.2008;2008;0;Rauenjaure;10;420;756.6;2;0;0;Tillvekst_3-4;39.53;1.055248228;0.988764;4.68;9.723333333;12.45666667;48.3;44.2;175.7;9.875539568;477.9;-0.5;;;;;;
168;210;2002;4;5;559;Tilvekst;3;20;600;89;01.07.2008;2008;0;Rauenjaure;10;420;756.6;2;0;0;Tillvekst_4-5;42;1.043549009;0.988764;8.88;13.48333333;14.14333333;6.2;41.6;54.5;12.56214286;209.4;0.79;;;;;;
210;242.12;2003;5;6;559;Tilvekst;3;20;600;89;01.07.2008;2008;0;Rauenjaure;10;420;756.6;2;0;0;Tillvekst_5-6;32.12;1.02661737;0.988764;5.803333333;10.7;16.36666667;71.9;81.2;50;11.18776978;330.4;0.4;;;;;;
303.88;365.65;2005;7;8;559;Tilvekst;3;20;600;89;01.07.2008;2008;0;Rauenjaure;10;420;756.6;2;0;0;Tillvekst_7-8;61.76;1.032369353;0.988764;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;;;;
365.65;397.76;2006;8;9;559;Tilvekst;3;20;600;89;01.07.2008;2008;0;Rauenjaure;10;420;756.6;2;0;0;Tillvekst_8-9;32.12;1.014262424;0.988764;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;;;;
397.76;10;2007;9;10;559;Tilvekst;3;20;600;89;01.07.2008;2008;0;Rauenjaure;10;420;756.6;2;0;0;Tillvekst_9-10;14.82;0.384671442;0.988764;5.39;12.25333333;13.98;52.3;8.8;101;10.66402878;289.1;1.83;;;;;;
242.12;303.88;2004;6;7;559;Tilvekst;3;20;600;89;01.07.2008;2008;0;Rauenjaure;10;420;756.6;2;0;0;Tillvekst_6-7;61.76;1.0413885;0.988764;6.45;9.476666667;12.04333333;24.8;71.7;70.3;10.04892086;315.8;-0.2;;;;;;
10;40.22;2002;0;1;560;Tilvekst;2;8;168;20;14.07.2008;2008;0;Sjysjoen;6;220;125.3;2;1;1;Tillvekst_0-1;40.22;1.604442066;5.262295;10.60333333;14.79;14.88333333;24.7;72.3;48.4;13.51870504;331.4;0.79;;;;;;
40.22;70.97;2003;1;2;560;Tilvekst;2;8;168;20;14.07.2008;2008;0;Sjysjoen;6;220;125.3;2;1;1;Tillvekst_1-2;30.75;1.153718694;5.262295;7.796666667;11.91333333;16.98666667;81.9;63.5;55.5;12.30143885;390.3;0.4;;;;;;
70.97;113.55;2004;2;3;560;Tilvekst;2;8;168;20;14.07.2008;2008;0;Sjysjoen;6;220;125.3;2;1;1;Tillvekst_2-3;42.58;1.110266929;5.262295;7.686666667;10.34;12.924;54.2;100.4;61.4;10.97443609;428.7;-0.2;;;;;;
113.55;153.76;2005;3;4;560;Tilvekst;2;8;168;20;14.07.2008;2008;0;Sjysjoen;6;220;125.3;2;1;1;Tillvekst_3-4;40.22;1.064060459;5.262295;5.773333333;10.16;15.51666667;70.9;136.3;52.5;11.25683453;491.4;-0.11;;;;;;
153.76;184.52;2006;4;5;560;Tilvekst;2;8;168;20;14.07.2008;2008;0;Sjysjoen;6;220;125.3;2;1;1;Tillvekst_4-5;30.75;1.03621662;5.262295;7.596296296;11.10666667;14.64666667;80.2;57.7;71.9;12.84705882;383.6;-0.82;;;;;;
184.52;10;2007;5;6;560;Tilvekst;2;8;168;20;14.07.2008;2008;0;Sjysjoen;6;220;125.3;2;1;1;Tillvekst_5-6;26.02;0.441297806;5.262295;7.11;12.97333333;15.24;79;10.1;121.3;11.77122302;418.1;1.83;;;;;;
10;35.59;2005;0;1;561;Tilvekst;2;8;168;21;28.06.2008;2008;0;Sjysjoen;3;175;59;1;0;0;Tillvekst_0-1;35.59;1.551327988;5.262295;5.773333333;10.16;15.51666667;70.9;136.3;52.5;11.25683453;491.4;-0.11;;;;;;
35.59;103.81;2006;1;2;561;Tilvekst;2;8;168;21;28.06.2008;2008;0;Sjysjoen;3;175;59;1;0;0;Tillvekst_1-2;68.22;1.299685951;5.262295;7.596296296;11.10666667;14.64666667;80.2;57.7;71.9;12.84705882;383.6;-0.82;;;;;;
103.81;10;2007;2;3;561;Tilvekst;2;8;168;21;28.06.2008;2008;0;Sjysjoen;3;175;59;1;0;0;Tillvekst_2-3;53.39;0.495972901;5.262295;7.11;12.97333333;15.24;79;10.1;121.3;11.77122302;418.1;1.83;;;;;;
10;34.38;2002;0;1;562;Tilvekst;2;8;168;22;28.06.2008;2008;0;Sjysjoen;6;202;91.1;1;0;0;Tillvekst_0-1;34.38;1.536305872;5.262295;10.60333333;14.79;14.88333333;24.7;72.3;48.4;13.51870504;331.4;0.79;;;;;;
34.38;64.47;2003;1;2;562;Tilvekst;2;8;168;22;28.06.2008;2008;0;Sjysjoen;6;202;91.1;1;0;0;Tillvekst_1-2;30.09;1.177732705;5.262295;7.796666667;11.91333333;16.98666667;81.9;63.5;55.5;12.30143885;390.3;0.4;;;;;;
64.47;101;2004;2;3;562;Tilvekst;2;8;168;22;28.06.2008;2008;0;Sjysjoen;6;202;91.1;1;0;0;Tillvekst_2-3;36.53;1.107752993;5.262295;7.686666667;10.34;12.924;54.2;100.4;61.4;10.97443609;428.7;-0.2;;;;;;
101;128.94;2005;3;4;562;Tilvekst;2;8;168;22;28.06.2008;2008;0;Sjysjoen;6;202;91.1;1;0;0;Tillvekst_3-4;27.94;1.052918805;5.262295;5.773333333;10.16;15.51666667;70.9;136.3;52.5;11.25683453;491.4;-0.11;;;;;;
128.94;159.02;2006;4;5;562;Tilvekst;2;8;168;22;28.06.2008;2008;0;Sjysjoen;6;202;91.1;1;0;0;Tillvekst_4-5;30.09;1.043150405;5.262295;7.596296296;11.10666667;14.64666667;80.2;57.7;71.9;12.84705882;383.6;-0.82;;;;;;
159.02;10;2007;5;6;562;Tilvekst;2;8;168;22;28.06.2008;2008;0;Sjysjoen;6;202;91.1;1;0;0;Tillvekst_5-6;30.09;0.454245704;5.262295;7.11;12.97333333;15.24;79;10.1;121.3;11.77122302;418.1;1.83;;;;;;
10;27.43;2003;0;1;563;Tilvekst;2;8;168;24;28.06.2008;2008;0;Sjysjoen;5;192;84.7;1;0;0;Tillvekst_0-1;27.43;1.438225808;5.262295;7.796666667;11.91333333;16.98666667;81.9;63.5;55.5;12.30143885;390.3;0.4;;;;;;
27.43;66.61;2004;1;2;563;Tilvekst;2;8;168;24;28.06.2008;2008;0;Sjysjoen;5;192;84.7;1;0;0;Tillvekst_1-2;39.18;1.267908992;5.262295;7.686666667;10.34;12.924;54.2;100.4;61.4;10.97443609;428.7;-0.2;;;;;;
66.61;127.35;2005;2;3;563;Tilvekst;2;8;168;24;28.06.2008;2008;0;Sjysjoen;5;192;84.7;1;0;0;Tillvekst_2-3;60.73;1.154347918;5.262295;5.773333333;10.16;15.51666667;70.9;136.3;52.5;11.25683453;491.4;-0.11;;;;;;
